Year,State_FIPS,County_FIPS,Region,Division,County_name,new_1_units,new_2_units,new_3to4_units,new_5_units,total_new_units
2000,5,11,South,West South Central,Bradley County                ,3,0,0,0,3
2000,5,13,South,West South Central,Calhoun County                ,2,0,0,0,2
2000,5,15,South,West South Central,Carroll County                ,35,4,0,0,39
2000,5,17,South,West South Central,Chicot County                 ,12,0,0,0,12
2000,5,19,South,West South Central,Clark County                  ,29,0,0,0,29
2000,5,21,South,West South Central,Clay County                   ,8,0,0,6,14
2000,5,23,South,West South Central,Cleburne County               ,36,6,4,0,46
2000,5,25,South,West South Central,Cleveland County              ,0,0,0,0,0
2000,5,27,South,West South Central,Columbia County               ,12,0,0,0,12
2000,5,29,South,West South Central,Conway County                 ,9,0,0,0,9
2000,5,31,South,West South Central,Craighead County              ,274,18,12,16,320
2000,5,33,South,West South Central,Crawford County               ,115,2,4,28,149
2000,5,35,South,West South Central,Crittenden County             ,217,0,140,48,405
2000,5,37,South,West South Central,Cross County                  ,27,0,4,0,31
2000,5,39,South,West South Central,Dallas County                 ,3,0,0,0,3
2000,5,41,South,West South Central,Desha County                  ,15,12,4,0,31
2000,5,43,South,West South Central,Drew County                   ,39,0,6,24,69
2000,5,45,South,West South Central,Faulkner County               ,459,44,20,0,523
2000,5,47,South,West South Central,Franklin County               ,15,0,0,0,15
2000,5,49,South,West South Central,Fulton County                 ,9,0,0,0,9
2000,5,51,South,West South Central,Garland County                ,105,0,0,0,105
2000,5,53,South,West South Central,Grant County                  ,8,0,0,0,8
2000,5,55,South,West South Central,Greene County                 ,200,4,0,0,204
2000,5,57,South,West South Central,Hempstead County              ,16,0,0,0,16
2000,5,59,South,West South Central,Hot Spring County             ,5,2,0,0,7
2000,5,61,South,West South Central,Howard County                 ,17,0,0,0,17
2000,5,63,South,West South Central,Independence County           ,10,4,20,0,34
2000,5,65,South,West South Central,Izard County                  ,16,0,0,0,16
2000,5,67,South,West South Central,Jackson County                ,22,0,0,0,22
2000,5,69,South,West South Central,Jefferson County              ,109,18,0,12,139
2000,5,71,South,West South Central,Johnson County                ,26,0,0,0,26
2000,5,73,South,West South Central,Lafayette County              ,2,0,0,16,18
2000,5,75,South,West South Central,Lawrence County               ,16,4,0,0,20
2000,5,77,South,West South Central,Lee County                    ,12,2,0,19,33
2000,5,79,South,West South Central,Lincoln County                ,9,0,0,0,9
2000,5,81,South,West South Central,Little River County           ,2,0,0,0,2
2000,5,83,South,West South Central,Logan County                  ,8,0,0,0,8
2000,5,85,South,West South Central,Lonoke County                 ,333,4,19,0,356
2000,5,87,South,West South Central,Madison County                ,5,0,0,0,5
2000,5,89,South,West South Central,Marion County                 ,173,2,4,0,179
2000,5,91,South,West South Central,Miller County                 ,161,0,0,0,161
2000,5,93,South,West South Central,Mississippi County            ,40,0,0,0,40
2000,5,95,South,West South Central,Monroe County                 ,7,0,0,25,32
2000,5,99,South,West South Central,Nevada County                 ,4,0,0,0,4
2000,5,101,South,West South Central,Newton County                 ,3,0,0,0,3
2000,5,103,South,West South Central,Ouachita County               ,8,0,0,0,8
2000,5,105,South,West South Central,Perry County                  ,0,0,0,0,0
2000,5,107,South,West South Central,Phillips County               ,9,0,0,0,9
2000,5,111,South,West South Central,Poinsett County               ,57,0,0,0,57
2000,5,113,South,West South Central,Polk County                   ,19,4,0,0,23
2000,5,115,South,West South Central,Pope County                   ,89,18,12,16,135
2000,5,117,South,West South Central,Prairie County                ,6,0,0,0,6
2000,5,119,South,West South Central,Pulaski County                ,1031,2,193,189,1415
2000,5,121,South,West South Central,Randolph County               ,25,10,7,0,42
2000,5,123,South,West South Central,St. Francis County            ,16,0,0,64,80
2000,5,125,South,West South Central,Saline County                 ,409,8,19,8,444
2000,5,127,South,West South Central,Scott County                  ,3,0,0,20,23
2000,5,129,South,West South Central,Searcy County                 ,3,0,0,0,3
2000,5,131,South,West South Central,Sebastian County              ,265,68,4,82,419
2000,5,133,South,West South Central,Sevier County                 ,7,0,0,0,7
2000,5,135,South,West South Central,Sharp County                  ,5,0,0,0,5
2000,5,137,South,West South Central,Stone County                  ,10,0,0,0,10
2000,5,139,South,West South Central,Union County                  ,7,0,0,0,7
2000,5,141,South,West South Central,Van Buren County              ,0,0,0,0,0
2000,5,143,South,West South Central,Washington County             ,944,42,16,681,1683
2000,5,145,South,West South Central,White County                  ,96,10,16,0,122
2000,5,147,South,West South Central,Woodruff County               ,6,0,0,0,6
2000,5,149,South,West South Central,Yell County                   ,16,0,0,24,40
2000,6,1,West,Pacific,Alameda County                ,3071,12,116,855,4054
2000,6,3,West,Pacific,Alpine County                 ,25,0,0,0,25
2000,6,5,West,Pacific,Amador County                 ,245,8,0,0,253
2000,6,7,West,Pacific,Butte County                  ,965,0,0,169,1134
2000,6,9,West,Pacific,Calaveras County              ,425,0,0,0,425
2000,6,11,West,Pacific,Colusa County                 ,44,2,0,0,46
2000,6,13,West,Pacific,Contra Costa County           ,4185,6,4,1284,5479
2000,6,15,West,Pacific,Del Norte County              ,45,0,0,0,45
2000,6,17,West,Pacific,El Dorado County              ,1389,6,0,81,1476
2000,6,19,West,Pacific,Fresno County                 ,2909,8,71,168,3156
2000,6,21,West,Pacific,Glenn County                  ,41,0,0,0,41
2000,6,23,West,Pacific,Humboldt County               ,390,2,42,98,532
2000,6,25,West,Pacific,Imperial County               ,594,2,0,177,773
2000,6,27,West,Pacific,Inyo County                   ,18,0,0,0,18
2000,6,29,West,Pacific,Kern County                   ,2862,18,41,149,3070
2000,6,31,West,Pacific,Kings County                  ,445,0,0,0,445
2000,6,33,West,Pacific,Lake County                   ,132,0,0,0,132
2000,6,35,West,Pacific,Lassen County                 ,102,0,4,0,106
2000,6,37,West,Pacific,Los Angeles County            ,8372,364,424,7808,16968
2000,6,39,West,Pacific,Madera County                 ,549,2,40,57,648
2000,6,41,West,Pacific,Marin County                  ,437,24,19,113,593
2000,6,43,West,Pacific,Mariposa County               ,87,0,0,0,87
2000,6,45,West,Pacific,Mendocino County              ,270,2,0,12,284
2000,6,47,West,Pacific,Merced County                 ,1344,0,36,0,1380
2000,6,49,West,Pacific,Modoc County                  ,0,0,0,0,0
2000,6,51,West,Pacific,Mono County                   ,99,0,56,82,237
2000,6,53,West,Pacific,Monterey County               ,1505,36,106,67,1714
2000,6,55,West,Pacific,Napa County                   ,538,0,4,0,542
2000,6,57,West,Pacific,Nevada County                 ,739,12,8,72,831
2000,6,59,West,Pacific,Orange County                 ,6814,190,441,5075,12520
2000,6,61,West,Pacific,Placer County                 ,4745,16,19,1663,6443
2000,6,63,West,Pacific,Plumas County                 ,178,0,0,0,178
2000,6,65,West,Pacific,Riverside County              ,13323,36,113,1553,15025
2000,6,67,West,Pacific,Sacramento County             ,6293,4,87,1288,7672
2000,6,69,West,Pacific,San Benito County             ,538,0,0,0,538
2000,6,71,West,Pacific,San Bernardino County         ,5767,4,55,645,6471
2000,6,73,West,Pacific,San Diego County              ,9287,88,538,5679,15592
2000,6,75,West,Pacific,San Francisco County          ,81,106,81,2498,2766
2000,6,77,West,Pacific,San Joaquin County            ,5350,4,16,22,5392
2000,6,79,West,Pacific,San Luis Obispo County        ,1541,12,26,94,1673
2000,6,81,West,Pacific,San Mateo County              ,1143,10,36,1032,2221
2000,6,83,West,Pacific,Santa Barbara County          ,759,16,38,54,867
2000,6,85,West,Pacific,Santa Clara County            ,2841,28,183,3587,6639
2000,6,87,West,Pacific,Santa Cruz County             ,390,6,24,125,545
2000,6,89,West,Pacific,Shasta County                 ,791,0,179,0,970
2000,6,91,West,Pacific,Sierra County                 ,19,0,0,0,19
2000,6,93,West,Pacific,Siskiyou County               ,144,4,0,0,148
2000,6,95,West,Pacific,Solano County                 ,2047,6,7,173,2233
2000,6,97,West,Pacific,Sonoma County                 ,2013,112,88,292,2505
2000,6,99,West,Pacific,Stanislaus County             ,2799,14,15,195,3023
2000,6,101,West,Pacific,Sutter County                 ,238,2,0,0,240
2000,6,103,West,Pacific,Tehama County                 ,135,10,0,72,217
2000,6,105,West,Pacific,Trinity County                ,34,0,0,0,34
2000,6,107,West,Pacific,Tulare County                 ,1539,20,56,12,1627
2000,6,109,West,Pacific,Tuolumne County               ,275,4,0,0,279
2000,6,111,West,Pacific,Ventura County                ,2984,40,28,908,3960
2000,6,113,West,Pacific,Yolo County                   ,1041,4,0,157,1202
2000,6,115,West,Pacific,Yuba County                   ,82,0,0,0,82
2000,8,1,West,Mountain,Adams County                  ,2901,78,91,2409,5479
2000,8,3,West,Mountain,Alamosa County                ,54,0,0,0,54
2000,8,5,West,Mountain,Arapahoe County               ,4242,4,100,3794,8140
2000,8,7,West,Mountain,Archuleta County              ,358,2,0,0,360
2000,8,9,West,Mountain,Baca County                   ,7,0,0,0,7
2000,8,11,West,Mountain,Bent County                   ,17,0,0,0,17
2000,8,13,West,Mountain,Boulder County                ,2474,52,81,173,2780
2000,8,15,West,Mountain,Chaffee County                ,227,0,3,0,230
2000,8,17,West,Mountain,Cheyenne County               ,3,0,0,0,3
2000,8,19,West,Mountain,Clear Creek County            ,58,0,0,0,58
2000,8,21,West,Mountain,Conejos County                ,193,0,0,0,193
2000,8,25,West,Mountain,Crowley County                ,20,0,0,0,20
2000,8,27,West,Mountain,Custer County                 ,130,2,11,0,143
2000,8,29,West,Mountain,Delta County                  ,92,2,0,0,94
2000,8,31,West,Mountain,Denver County                 ,1439,238,74,1898,3649
2000,8,33,West,Mountain,Dolores County                ,7,0,0,0,7
2000,8,35,West,Mountain,Douglas County                ,4760,0,0,1635,6395
2000,8,37,West,Mountain,Eagle County                  ,448,8,21,224,701
2000,8,39,West,Mountain,Elbert County                 ,317,0,0,0,317
2000,8,41,West,Mountain,El Paso County                ,5086,12,48,1118,6264
2000,8,43,West,Mountain,Fremont County                ,377,8,0,0,385
2000,8,45,West,Mountain,Garfield County               ,516,12,19,127,674
2000,8,47,West,Mountain,Gilpin County                 ,83,0,0,0,83
2000,8,49,West,Mountain,Grand County                  ,346,4,22,172,544
2000,8,51,West,Mountain,Gunnison County               ,208,30,22,70,330
2000,8,53,West,Mountain,Hinsdale County               ,11,0,4,0,15
2000,8,55,West,Mountain,Huerfano County               ,96,0,0,0,96
2000,8,57,West,Mountain,Jackson County                ,24,0,0,0,24
2000,8,59,West,Mountain,Jefferson County              ,1922,10,36,1048,3016
2000,8,61,West,Mountain,Kiowa County                  ,0,0,0,0,0
2000,8,63,West,Mountain,Kit Carson County             ,24,0,8,0,32
2000,8,65,West,Mountain,Lake County                   ,61,0,0,0,61
2000,8,67,West,Mountain,La Plata County               ,393,10,19,11,433
2000,8,69,West,Mountain,Larimer County                ,2724,24,80,696,3524
2000,8,71,West,Mountain,Las Animas County             ,83,0,0,0,83
2000,8,73,West,Mountain,Lincoln County                ,13,0,0,0,13
2000,8,75,West,Mountain,Logan County                  ,69,4,0,0,73
2000,8,77,West,Mountain,Mesa County                   ,1132,30,71,83,1316
2000,8,79,West,Mountain,Mineral County                ,14,0,0,0,14
2000,8,81,West,Mountain,Moffat County                 ,41,0,0,0,41
2000,8,83,West,Mountain,Montezuma County              ,29,6,6,0,41
2000,8,85,West,Mountain,Montrose County               ,286,12,11,0,309
2000,8,87,West,Mountain,Morgan County                 ,110,6,0,0,116
2000,8,89,West,Mountain,Otero County                  ,34,0,0,8,42
2000,8,91,West,Mountain,Ouray County                  ,59,0,7,0,66
2000,8,93,West,Mountain,Park County                   ,434,0,0,0,434
2000,8,95,West,Mountain,Phillips County               ,7,2,0,0,9
2000,8,97,West,Mountain,Pitkin County                 ,199,28,23,24,274
2000,8,99,West,Mountain,Prowers County                ,18,0,0,0,18
2000,8,101,West,Mountain,Pueblo County                 ,1028,48,12,10,1098
2000,8,103,West,Mountain,Rio Blanco County             ,15,2,0,0,17
2000,8,105,West,Mountain,Rio Grande County             ,120,0,3,0,123
2000,8,107,West,Mountain,Routt County                  ,292,80,81,74,527
2000,8,109,West,Mountain,Saguache County               ,134,0,0,0,134
2000,8,111,West,Mountain,San Juan County               ,5,0,0,0,5
2000,8,113,West,Mountain,San Miguel County             ,131,8,3,0,142
2000,8,115,West,Mountain,Sedgwick County               ,4,0,0,0,4
2000,8,117,West,Mountain,Summit County                 ,384,4,36,375,799
2000,8,119,West,Mountain,Teller County                 ,362,2,4,0,368
2000,8,121,West,Mountain,Washington County             ,16,0,0,0,16
2000,8,123,West,Mountain,Weld County                   ,3934,36,56,343,4369
2000,8,125,West,Mountain,Yuma County                   ,17,0,0,0,17
2000,9,1,Northeast,New England,Fairfield County              ,1602,48,72,556,2278
2000,9,3,Northeast,New England,Hartford County               ,1619,58,16,12,1705
2000,9,5,Northeast,New England,Litchfield County             ,718,2,0,5,725
2000,9,7,Northeast,New England,Middlesex County              ,765,14,6,82,867
2000,9,9,Northeast,New England,New Haven County              ,1597,26,0,295,1918
2000,9,11,Northeast,New England,New London County             ,814,0,0,0,814
2000,9,13,Northeast,New England,Tolland County                ,693,0,0,0,693
2000,9,15,Northeast,New England,Windham County                ,350,2,0,24,376
2000,10,1,South,South Atlantic,Kent County                   ,853,0,0,5,858
2000,10,3,South,South Atlantic,New Castle County             ,1640,0,0,691,2331
2000,10,5,South,South Atlantic,Sussex County                 ,1422,0,0,0,1422
